danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,time_signature_0,time_signature_1,time_signature_2,time_signature_3,time_signature_4,time_signature_5,mode_0,mode_1,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,clusters
0.622,0.413,-9.975,0.0457,0.0839,0.00235,0.131,0.52,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9
0.614,0.617,-10.417,0.12,0.0325,0.000116,0.289,0.7879999999999999,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3
0.625,0.643,-6.086,0.0334,0.0135,0.0154,0.111,0.46,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6
0.685,0.645,-6.73,0.0256,0.182,0.00535,0.138,0.461,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.872,0.387,-10.442,0.0539,0.562,0.599,0.105,0.534,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
0.55,0.378,-9.933,0.0254,0.44,0.0955,0.126,0.261,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9
0.425,0.349,-12.15,0.0275,0.909,0.0006889999999999999,0.111,0.257,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
0.623,0.958,-6.2639999999999985,0.0752,0.0014,0.131,0.0921,0.716,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
0.6729999999999999,0.6729999999999999,-7.407,0.0582,0.243,0.0191,0.08900000000000001,0.544,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0.62,0.599,-10.402,0.0293,0.217,0.589,0.11,0.373,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
0.53,0.0871,-20.368,0.0502,0.865,0.00049,0.141,0.455,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5
0.531,0.102,-23.525,0.0549,0.857,0.279,0.154,0.595,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5
0.562,0.192,-17.451,0.0412,0.24,0.0344,0.118,0.313,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.525,0.16899999999999998,-15.722,0.0328,0.925,0.34,0.125,0.445,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.643,0.8440000000000001,-3.687,0.0337,0.261,0.0,0.0925,0.7929999999999999,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
0.8190000000000001,0.6809999999999999,-6.422999999999999,0.0308,0.0336,2.08e-06,0.1,0.93,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
0.596,0.8320000000000001,-3.48,0.036000000000000004,0.124,0.0,0.0467,0.873,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0.623,0.898,-4.685,0.0402,0.0586,1.77e-05,0.13699999999999998,0.774,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8
0.27,0.475,-7.452000000000001,0.0296,0.242,1.29e-05,0.0525,0.175,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
0.385,0.711,-5.7360000000000015,0.0588,0.0167,0.0,0.11,0.331,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
0.545,0.7859999999999999,-3.92,0.034,0.000781,0.0,0.0877,0.68,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
0.174,0.7140000000000001,-2.215,0.0387,0.0543,4.42e-06,0.338,0.43,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
0.61,0.589,-7.263,0.0415,0.8590000000000001,1.44e-06,0.311,0.743,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0.735,0.586,-7.085,0.0319,0.0251,0.000403,0.0543,0.563,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0.29100000000000004,0.474,-6.0470000000000015,0.0289,0.0753,0.0069900000000000006,0.0976,0.18600000000000005,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8
0.518,0.508,-8.495,0.0325,0.831,0.125,0.114,0.16899999999999998,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9
0.52,0.873,-5.365,0.0572,9.13e-05,1.96e-06,0.226,0.52,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8
0.542,0.855,-6.13,0.0427,0.0013800000000000002,0.0614,0.294,0.585,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6
0.555,0.612,-7.841,0.0353,0.00525,0.0,0.34600000000000003,0.316,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6
0.458,0.68,-6.16,0.0306,0.0214,1.31e-05,0.1,0.252,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
0.468,0.843,-6.1,0.056,0.00707,1.46e-05,0.305,0.36,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6
0.8809999999999999,0.14,-14.726,0.466,0.963,0.0,0.236,0.534,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
0.541,0.77,-6.03,0.0298,0.0426,1.18e-06,0.218,0.24,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8
0.569,0.857,-5.5710000000000015,0.0337,0.0101,0.0145,0.141,0.282,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8
0.27,0.575,-8.742,0.0414,0.00785,0.0709,0.13,0.0714,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9
0.5720000000000001,0.906,-4.2810000000000015,0.0502,0.0176,0.0,0.0492,0.371,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8
0.568,0.816,-3.928,0.0281,0.014,0.000231,0.155,0.31,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4
0.8190000000000001,0.6809999999999999,-6.422999999999999,0.0308,0.0336,2.08e-06,0.1,0.93,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
0.523,0.6629999999999999,-4.372,0.0324,0.0014199999999999998,0.00953,0.513,0.465,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8
0.514,0.727,-6.2189999999999985,0.0283,0.0013800000000000002,0.0916,0.0756,0.136,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
0.597,0.777,-5.638,0.0668,0.000356,0.00113,0.16899999999999998,0.7759999999999999,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8
0.603,0.631,-5.336,0.042,0.0033,0.0,0.105,0.639,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.5529999999999999,0.763,-5.026,0.0299,0.00375,0.000939,0.6759999999999999,0.457,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
0.598,0.8220000000000001,-4.673,0.048,0.0547,9.28e-05,0.13,0.616,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5379999999999999,0.804,-4.602,0.0291,0.00805,8.09e-06,0.14800000000000002,0.718,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8
0.546,0.879,-5.05,0.0306,0.000461,0.019,0.109,0.349,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8
0.526,0.929,-3.508,0.0507,0.00148,7.27e-06,0.237,0.237,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
0.631,0.196,-13.826,0.0358,0.963,0.00283,0.112,0.564,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
0.529,0.208,-13.399,0.04,0.879,1.07e-06,0.113,0.096,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7
0.401,0.8009999999999999,-5.367000000000001,0.0442,0.000206,0.134,0.0999,0.189,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8
0.468,0.8109999999999999,-5.871,0.0417,0.0452,4.53e-06,0.0611,0.5489999999999999,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
0.534,0.406,-7.06,0.0343,0.561,7.75e-06,0.322,0.46,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
0.8490000000000001,0.631,-5.6,0.131,0.0353,0.000609,0.0817,0.44,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.713,0.701,-5.1110000000000015,0.0822,0.000641,0.000174,0.104,0.336,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8
0.506,0.63,-7.646,0.0368,0.265,0.000155,0.14800000000000002,0.124,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0.56,0.799,-4.466,0.0675,0.174,0.0679,0.304,0.304,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.612,0.74,-8.414,0.0316,0.132,0.416,0.0525,0.254,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9
0.34,0.737,-4.681,0.0582,0.000105,0.762,0.0699,0.499,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8
0.268,0.752,-8.18,0.0425,0.00031800000000000003,0.0139,0.5870000000000001,0.282,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9
0.5489999999999999,0.865,-1.827,0.0523,0.0505,0.189,0.147,0.355,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
0.207,0.87,-7.7879999999999985,0.0461,0.00395,0.364,0.315,0.114,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
0.508,0.857,-6.81,0.0996,0.0426,0.0135,0.0738,0.531,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
0.374,0.754,-7.47,0.0613,0.0186,0.687,0.116,0.0399,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
0.5329999999999999,0.8640000000000001,-7.979,0.042,0.0401,0.018000000000000002,0.665,0.557,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
0.452,0.638,-12.187,0.0456,0.0762,0.948,0.118,0.0554,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
0.4270000000000001,0.8340000000000001,-7.982,0.0422,0.114,0.205,0.109,0.601,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6
0.375,0.574,-7.619,0.055,0.652,0.0172,0.134,0.374,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
0.696,0.853,-4.122,0.237,0.00399,0.0,0.0843,0.685,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0.828,0.6509999999999999,-6.96,0.154,0.145,0.0,0.0771,0.738,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6
0.805,0.767,-4.909,0.28800000000000003,0.489,0.0,0.0993,0.468,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8
0.7090000000000001,0.889,-4.118,0.138,0.16,0.0,0.0469,0.8220000000000001,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4
0.507,0.7290000000000001,-5.399,0.0393,0.0182,1.4e-06,0.0658,0.272,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0.426,0.228,-10.552,0.0322,0.198,0.13,0.0832,0.0822,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
0.399,0.612,-7.814,0.0358,0.00317,0.33,0.127,0.0567,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6
0.58,0.7070000000000001,-7.355,0.0363,0.0187,0.014,0.034,0.156,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6
0.162,0.256,-11.296,0.0346,0.0332,0.0923,0.0621,0.0784,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
0.4270000000000001,0.823,-4.997,0.0466,6e-05,0.000129,0.127,0.311,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8
0.403,0.747,-6.334,0.0323,0.000118,0.0433,0.101,0.237,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
0.187,0.526,-7.291,0.0326,0.0261,0.0342,0.172,0.0739,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0.41,0.765,-6.7879999999999985,0.0319,0.00109,7e-05,0.112,0.0381,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
0.765,0.7879999999999999,-9.896,0.0332,0.0166,0.588,0.0513,0.964,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9
0.404,0.72,-9.18,0.0626,5.59e-05,0.836,0.0466,0.475,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9
0.287,0.67,-9.381,0.0368,6.28e-05,0.748,0.237,0.222,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9
0.382,0.867,-7.426,0.0399,5.91e-06,0.581,0.196,0.453,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
0.438,0.73,-7.105,0.0461,3.39e-05,0.5529999999999999,0.0509,0.705,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
0.456,0.826,-7.6110000000000015,0.0268,3.35e-05,0.57,0.0548,0.415,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
0.422,0.208,-15.886,0.0318,0.8959999999999999,0.0265,0.192,0.354,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.273,0.0332,-22.448,0.0344,0.957,0.7709999999999999,0.115,0.14,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5
0.606,0.332,-12.715,0.0324,0.000913,0.397,0.151,0.0796,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7
0.458,0.912,-3.666,0.0618,0.0175,0.0,0.363,0.611,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4
0.491,0.966,-4.28,0.0538,5.59e-05,0.0,0.307,0.614,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8
0.7040000000000001,0.809,-3.045,0.0321,0.0233,0.0,0.0596,0.962,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
0.597,0.499,-6.216,0.0581,0.126,0.0,0.214,0.521,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
0.5429999999999999,0.87,-6.5139999999999985,0.0428,0.358,0.000939,0.792,0.754,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
0.7490000000000001,0.491,-9.655,0.0403,0.02,0.00899,0.159,0.536,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9
0.454,0.7879999999999999,-6.747999999999998,0.0371,0.574,0.000766,0.0859,0.52,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
0.7490000000000001,0.748,-7.011,0.0323,0.295,0.000443,0.469,0.8270000000000001,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0.684,0.675,-8.123,0.0257,0.163,0.0,0.242,0.924,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9
0.6779999999999999,0.727,-7.8439999999999985,0.0258,0.117,0.00396,0.354,0.71,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6
0.764,0.626,-8.274,0.0288,0.457,6.35e-06,0.201,0.961,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
0.5,0.5539999999999999,-8.107999999999999,0.0354,0.7340000000000001,3.72e-06,0.312,0.3720000000000001,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9
0.728,0.865,-5.68,0.0364,0.151,2.43e-05,0.0906,0.975,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8
0.743,0.733,-5.5760000000000005,0.0352,0.00705,0.0075299999999999985,0.0565,0.726,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8
0.552,0.481,-8.901,0.031,0.269,0.421,0.27,0.127,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9
0.605,0.754,-6.672999999999999,0.0423,0.00917,0.00041,0.238,0.261,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0.494,0.74,-6.51,0.0454,0.25,0.00678,0.0837,0.179,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0.5429999999999999,0.7509999999999999,-6.082999999999998,0.0499,0.158,0.00128,0.093,0.354,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8
0.591,0.8190000000000001,-4.692,0.112,0.506,0.0457,0.204,0.599,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
0.381,0.28800000000000003,-12.323,0.0337,0.843,0.0022600000000000003,0.12,0.198,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7
0.7390000000000001,0.443,-13.002,0.0266,0.57,0.000895,0.0798,0.502,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7
0.54,0.535,-8.908999999999997,0.0315,0.16399999999999998,0.00225,0.104,0.471,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9
0.504,0.339,-13.007,0.0325,0.812,0.00075,0.083,0.28800000000000003,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7
0.626,0.773,-8.154,0.0466,0.173,0.154,0.161,0.897,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9
0.579,0.812,-6.509,0.0693,0.00114,0.00333,0.115,0.278,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6
0.246,0.768,-7.48,0.0387,0.0006309999999999999,0.301,0.102,0.35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
0.451,0.973,-2.611,0.0514,0.00428,7.36e-06,0.0924,0.628,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
0.442,0.912,-3.373,0.0651,0.000221,3.27e-06,0.13,0.379,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
0.695,0.573,-8.597000000000001,0.106,0.46,0.0734,0.482,0.408,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9
0.614,0.318,-12.695,0.0478,0.8959999999999999,0.00239,0.0795,0.112,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7
0.594,0.481,-8.525,0.0353,0.629,0.0126,0.0939,0.0671,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9
0.6609999999999999,0.419,-9.807,0.0404,0.114,1.19e-05,0.0848,0.145,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9
0.713,0.306,-12.111,0.0388,0.726,0.168,0.0924,0.314,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3
0.593,0.539,-5.9460000000000015,0.0349,0.407,2.31e-06,0.28600000000000003,0.5770000000000001,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8
0.389,0.431,-8.061,0.0344,0.249,0.0,0.13,0.275,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9
0.565,0.471,-9.046,0.0306,0.424,6.39e-05,0.11,0.355,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9
0.528,0.725,-1.403,0.0395,0.024,0.0145,0.313,0.695,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0.463,0.71,-5.9460000000000015,0.0556,0.000181,0.000113,0.125,0.237,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8
0.6729999999999999,0.716,-4.982,0.0291,0.08800000000000001,0.00256,0.209,0.727,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0.344,0.381,-9.051,0.0289,0.0973,0.00446,0.0995,0.134,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9
0.477,0.339,-8.382,0.0508,0.108,0.000237,0.388,0.12,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9
0.92,0.914,-4.555,0.0444,0.0222,7.62e-05,0.114,0.974,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8
0.644,0.73,-6.565,0.0287,0.00215,0.00178,0.233,0.695,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
0.701,0.7879999999999999,-5.6110000000000015,0.0425,0.14800000000000002,0.625,0.0977,0.795,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8
0.722,0.894,-5.903,0.0325,0.0418,0.00374,0.11,0.396,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8
0.7390000000000001,0.611,-9.829,0.0622,0.00557,0.725,0.04,0.794,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9
0.7959999999999999,0.615,-6.105,0.0385,0.0309,2.01e-05,0.278,0.858,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
0.5329999999999999,0.877,-4.299,0.0366,0.0951,1.94e-06,0.14300000000000002,0.601,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8
0.6,0.949,-3.341,0.0525,0.0039,0.165,0.121,0.67,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4
0.8079999999999999,0.765,-6.2970000000000015,0.129,0.386,6.63e-06,0.465,0.723,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
0.7440000000000001,0.763,-5.1160000000000005,0.038,0.0265,0.00432,0.1,0.622,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.5589999999999999,0.482,-11.3,0.0561,0.727,0.7240000000000001,0.093,0.12,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
0.7340000000000001,0.747,-4.683,0.0295,0.0546,1.4e-06,0.179,0.637,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8
0.6559999999999999,0.773,-7.0710000000000015,0.0345,0.152,0.000543,0.112,0.269,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
0.547,0.851,-6.224,0.0364,0.00154,7.840000000000001e-05,0.114,0.417,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
0.778,0.557,-7.33,0.0943,0.0672,0.0,0.0898,0.51,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6
0.394,0.59,-3.695,0.0329,0.604,7.03e-06,0.45,0.315,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
0.545,0.439,-10.05,0.103,0.499,0.00487,0.362,0.0387,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
0.579,0.7559999999999999,-8.312000000000001,0.0275,0.107,0.64,0.107,0.421,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
0.737,0.792,-4.117,0.0416,0.102,0.0,0.0532,0.5429999999999999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0.68,0.735,-5.553,0.0482,0.0505,0.00132,0.109,0.523,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0.691,0.612,-6.6560000000000015,0.0699,0.0337,0.0,0.159,0.29100000000000004,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
0.5760000000000001,0.574,-6.938,0.294,0.155,0.0,0.0899,0.627,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6
0.324,0.17600000000000002,-8.752,0.0302,0.848,6.579999999999999e-05,0.0924,0.182,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9
0.871,0.493,-5.865,0.0742,0.123,0.0,0.132,0.769,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8
0.598,0.76,-4.463,0.0345,0.132,0.0039,0.0955,0.472,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.622,0.5720000000000001,-6.146,0.13699999999999998,0.0522,0.000708,0.157,0.368,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
0.687,0.799,-1.4980000000000002,0.0354,0.00286,0.0565,0.21,0.67,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
0.652,0.8440000000000001,-5.2189999999999985,0.313,0.0358,0.0583,0.151,0.536,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0.5539999999999999,0.718,-5.3610000000000015,0.0857,0.105,0.0601,0.293,0.562,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8
0.45,0.84,-5.938,0.0713,0.0189,0.0251,0.139,0.185,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8
0.47,0.727,-5.752000000000002,0.131,0.159,0.0,0.15,0.63,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8
0.581,0.684,-4.962,0.0429,0.0179,1.93e-05,0.0849,0.0397,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.4270000000000001,0.262,-8.541,0.0276,0.746,0.0,0.068,0.228,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9
0.275,0.944,-3.829,0.153,3.02e-05,2.53e-05,0.298,0.364,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
0.55,0.529,-7.337999999999999,0.0385,0.0946,0.00722,0.106,0.32299999999999995,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6
0.408,0.5710000000000001,-5.533,0.0321,0.0106,0.00945,0.123,0.118,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8
0.563,0.757,-3.323,0.0427,0.00175,0.00489,0.058,0.532,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4
0.65,0.807,-4.157,0.0698,0.0197,0.00611,0.094,0.77,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0.511,0.934,-4.561,0.242,0.00403,3.54e-05,0.242,0.6679999999999999,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8
0.639,0.8140000000000001,-5.6320000000000014,0.0385,0.0029,2.98e-05,0.0529,0.904,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.635,0.853,-3.926,0.048,0.121,0.0,0.371,0.3720000000000001,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
0.735,0.423,-6.652,0.0459,0.011,0.0,0.0553,0.85,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
