,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
2873,0.654,0.705,6,-7.733,0,0.044,0.00729,8.23e-06,0.109,0.357,128.028,audio_features,2iQNtCDgx4oEhUBo8c5df4,spotify:track:2iQNtCDgx4oEhUBo8c5df4,https://api.spotify.com/v1/tracks/2iQNtCDgx4oEhUBo8c5df4,https://api.spotify.com/v1/audio-analysis/2iQNtCDgx4oEhUBo8c5df4,214250,4
2874,0.25,0.254,7,-8.617,1,0.0342,0.318,0.000341,0.122,0.0676,170.521,audio_features,2QTnToLz6tepj6dnkuGdkA,spotify:track:2QTnToLz6tepj6dnkuGdkA,https://api.spotify.com/v1/tracks/2QTnToLz6tepj6dnkuGdkA,https://api.spotify.com/v1/audio-analysis/2QTnToLz6tepj6dnkuGdkA,213733,3
2875,0.611,0.719,6,-7.2,0,0.0498,0.113,0.0155,0.343,0.644,97.986,audio_features,4pjiK3ZbfKcRt71VzgeDOk,spotify:track:4pjiK3ZbfKcRt71VzgeDOk,https://api.spotify.com/v1/tracks/4pjiK3ZbfKcRt71VzgeDOk,https://api.spotify.com/v1/audio-analysis/4pjiK3ZbfKcRt71VzgeDOk,244765,4
2876,0.691,0.886,1,-5.128,1,0.0288,0.0159,0.000341,0.114,0.841,121.986,audio_features,2cdigj2nRgiqDTA6fxha0s,spotify:track:2cdigj2nRgiqDTA6fxha0s,https://api.spotify.com/v1/tracks/2cdigj2nRgiqDTA6fxha0s,https://api.spotify.com/v1/audio-analysis/2cdigj2nRgiqDTA6fxha0s,276373,4
2877,0.529,0.739,7,-2.62,0,0.0301,0.233,0.000815,0.112,0.183,141.885,audio_features,0aB5704uJRuJpRJ5rwRKhO,spotify:track:0aB5704uJRuJpRJ5rwRKhO,https://api.spotify.com/v1/tracks/0aB5704uJRuJpRJ5rwRKhO,https://api.spotify.com/v1/audio-analysis/0aB5704uJRuJpRJ5rwRKhO,211690,4
2878,0.466,0.852,1,-3.822,1,0.0862,0.00669,7.79e-06,0.163,0.395,183.981,audio_features,7EPAF3KurkJ7qQWEOEOnBC,spotify:track:7EPAF3KurkJ7qQWEOEOnBC,https://api.spotify.com/v1/tracks/7EPAF3KurkJ7qQWEOEOnBC,https://api.spotify.com/v1/audio-analysis/7EPAF3KurkJ7qQWEOEOnBC,256600,4
2879,0.506,0.839,9,-6.926,1,0.0439,0.000123,0.0387,0.311,0.522,118.004,audio_features,5AQNhLeGQyqtOLN49eohJX,spotify:track:5AQNhLeGQyqtOLN49eohJX,https://api.spotify.com/v1/tracks/5AQNhLeGQyqtOLN49eohJX,https://api.spotify.com/v1/audio-analysis/5AQNhLeGQyqtOLN49eohJX,309109,4
2880,0.553,0.616,2,-6.08,1,0.32,0.907,0.0,0.0773,0.324,81.608,audio_features,4K1J4jNVi02rBWxTtTa4U1,spotify:track:4K1J4jNVi02rBWxTtTa4U1,https://api.spotify.com/v1/tracks/4K1J4jNVi02rBWxTtTa4U1,https://api.spotify.com/v1/audio-analysis/4K1J4jNVi02rBWxTtTa4U1,206415,4
2881,0.826,0.502,6,-9.361,1,0.0349,0.204,0.0601,0.102,0.561,118.015,audio_features,2779sByIJexX6nBSXEJsVP,spotify:track:2779sByIJexX6nBSXEJsVP,https://api.spotify.com/v1/tracks/2779sByIJexX6nBSXEJsVP,https://api.spotify.com/v1/audio-analysis/2779sByIJexX6nBSXEJsVP,216386,4
2882,0.581,0.719,7,-4.496,1,0.0441,0.413,0.0,0.0752,0.376,127.916,audio_features,7zpknRAwKqy4cS2oWHT2g9,spotify:track:7zpknRAwKqy4cS2oWHT2g9,https://api.spotify.com/v1/tracks/7zpknRAwKqy4cS2oWHT2g9,https://api.spotify.com/v1/audio-analysis/7zpknRAwKqy4cS2oWHT2g9,194693,4
2883,0.594,0.796,0,-5.853,1,0.0342,0.0398,0.0,0.106,0.423,102.971,audio_features,4iQL46leo0vw1ysy9EuDnH,spotify:track:4iQL46leo0vw1ysy9EuDnH,https://api.spotify.com/v1/tracks/4iQL46leo0vw1ysy9EuDnH,https://api.spotify.com/v1/audio-analysis/4iQL46leo0vw1ysy9EuDnH,212233,4
2884,0.613,0.593,0,-7.537,0,0.0295,0.227,0.000431,0.126,0.175,100.037,audio_features,1QOui1sucSioC5gSKRV3Ed,spotify:track:1QOui1sucSioC5gSKRV3Ed,https://api.spotify.com/v1/tracks/1QOui1sucSioC5gSKRV3Ed,https://api.spotify.com/v1/audio-analysis/1QOui1sucSioC5gSKRV3Ed,245850,4
2885,0.651,0.783,4,-5.913,0,0.0311,0.0201,0.000812,0.219,0.721,127.925,audio_features,08ao41QveXAvFVYMN4kbVM,spotify:track:08ao41QveXAvFVYMN4kbVM,https://api.spotify.com/v1/tracks/08ao41QveXAvFVYMN4kbVM,https://api.spotify.com/v1/audio-analysis/08ao41QveXAvFVYMN4kbVM,185453,4
2886,0.779,0.859,2,-3.8,1,0.0314,0.00407,0.00485,0.102,0.657,119.989,audio_features,4OlUxUBwAvogyWVfsdKRkf,spotify:track:4OlUxUBwAvogyWVfsdKRkf,https://api.spotify.com/v1/tracks/4OlUxUBwAvogyWVfsdKRkf,https://api.spotify.com/v1/audio-analysis/4OlUxUBwAvogyWVfsdKRkf,213939,4
2887,0.507,0.737,8,-5.638,1,0.0546,0.0666,0.000315,0.0898,0.282,81.996,audio_features,7MNwbiB0nOxontxAZgus9h,spotify:track:7MNwbiB0nOxontxAZgus9h,https://api.spotify.com/v1/tracks/7MNwbiB0nOxontxAZgus9h,https://api.spotify.com/v1/audio-analysis/7MNwbiB0nOxontxAZgus9h,195920,4
2888,0.468,0.528,8,-9.259,0,0.031,0.535,0.189,0.119,0.274,145.032,audio_features,3aicsNFpn9I9UeJS5nDwPI,spotify:track:3aicsNFpn9I9UeJS5nDwPI,https://api.spotify.com/v1/tracks/3aicsNFpn9I9UeJS5nDwPI,https://api.spotify.com/v1/audio-analysis/3aicsNFpn9I9UeJS5nDwPI,207434,4
2889,0.617,0.629,1,-5.826,1,0.0321,0.00167,3.7e-05,0.0729,0.679,100.066,audio_features,0aTsRTMdA1vUNPE87i3sNE,spotify:track:0aTsRTMdA1vUNPE87i3sNE,https://api.spotify.com/v1/tracks/0aTsRTMdA1vUNPE87i3sNE,https://api.spotify.com/v1/audio-analysis/0aTsRTMdA1vUNPE87i3sNE,198600,4
2890,0.557,0.759,1,-4.986,0,0.0346,0.027,0.000626,0.318,0.187,92.986,audio_features,3FRwUvm669IOURF8TXqLum,spotify:track:3FRwUvm669IOURF8TXqLum,https://api.spotify.com/v1/tracks/3FRwUvm669IOURF8TXqLum,https://api.spotify.com/v1/audio-analysis/3FRwUvm669IOURF8TXqLum,193133,4
2891,0.523,0.782,1,-6.01,0,0.054,0.000425,0.106,0.135,0.247,179.967,audio_features,1fiKURoz6s2OXZhMkhF488,spotify:track:1fiKURoz6s2OXZhMkhF488,https://api.spotify.com/v1/tracks/1fiKURoz6s2OXZhMkhF488,https://api.spotify.com/v1/audio-analysis/1fiKURoz6s2OXZhMkhF488,241120,4
2892,0.779,0.934,3,-2.027,1,0.189,0.0236,0.0177,0.271,0.896,103.982,audio_features,5B5sLwwW45tLXW2CYzK8QC,spotify:track:5B5sLwwW45tLXW2CYzK8QC,https://api.spotify.com/v1/tracks/5B5sLwwW45tLXW2CYzK8QC,https://api.spotify.com/v1/audio-analysis/5B5sLwwW45tLXW2CYzK8QC,145600,4
2893,0.406,0.917,0,-2.812,0,0.0662,0.0128,0.0571,0.12,0.397,154.033,audio_features,3I7UKOrmf1mgXLKvzSiaHH,spotify:track:3I7UKOrmf1mgXLKvzSiaHH,https://api.spotify.com/v1/tracks/3I7UKOrmf1mgXLKvzSiaHH,https://api.spotify.com/v1/audio-analysis/3I7UKOrmf1mgXLKvzSiaHH,264987,4
2894,0.617,0.842,10,-4.062,0,0.034,0.00117,0.261,0.131,0.36,127.955,audio_features,1ZxDfdEIqo2EqoRWgzLtv3,spotify:track:1ZxDfdEIqo2EqoRWgzLtv3,https://api.spotify.com/v1/tracks/1ZxDfdEIqo2EqoRWgzLtv3,https://api.spotify.com/v1/audio-analysis/1ZxDfdEIqo2EqoRWgzLtv3,247213,4
2895,0.238,0.501,8,-7.147,1,0.0359,0.676,0.00111,0.096,0.109,101.479,audio_features,3yA8BYEl4VsS2IqyaL6Mt6,spotify:track:3yA8BYEl4VsS2IqyaL6Mt6,https://api.spotify.com/v1/tracks/3yA8BYEl4VsS2IqyaL6Mt6,https://api.spotify.com/v1/audio-analysis/3yA8BYEl4VsS2IqyaL6Mt6,287773,5
2896,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,audio_features,37R0bQOQj5a7DOqh1TGzvB,spotify:track:37R0bQOQj5a7DOqh1TGzvB,https://api.spotify.com/v1/tracks/37R0bQOQj5a7DOqh1TGzvB,https://api.spotify.com/v1/audio-analysis/37R0bQOQj5a7DOqh1TGzvB,194453,4
2897,0.696,0.517,2,-8.379,0,0.0366,0.364,0.0,0.197,0.23,112.291,audio_features,3qonjOrhFCfTnaaMruHzxW,spotify:track:3qonjOrhFCfTnaaMruHzxW,https://api.spotify.com/v1/tracks/3qonjOrhFCfTnaaMruHzxW,https://api.spotify.com/v1/audio-analysis/3qonjOrhFCfTnaaMruHzxW,199133,3
2898,0.705,0.501,1,-10.997,1,0.0618,0.759,0.0761,0.104,0.16,100.042,audio_features,5QTYKyXxIJaLupn1J6W9QU,spotify:track:5QTYKyXxIJaLupn1J6W9QU,https://api.spotify.com/v1/tracks/5QTYKyXxIJaLupn1J6W9QU,https://api.spotify.com/v1/audio-analysis/5QTYKyXxIJaLupn1J6W9QU,212213,4
2899,0.7,0.654,6,-7.126,0,0.297,0.27,0.0,0.0768,0.494,112.039,audio_features,2o5YDkVrId7JeumduZJ6NL,spotify:track:2o5YDkVrId7JeumduZJ6NL,https://api.spotify.com/v1/tracks/2o5YDkVrId7JeumduZJ6NL,https://api.spotify.com/v1/audio-analysis/2o5YDkVrId7JeumduZJ6NL,210867,4
2900,0.647,0.648,0,-4.957,1,0.0314,0.551,0.0,0.192,0.474,81.892,audio_features,51cJFmn6j0LUaxef2lQ3dz,spotify:track:51cJFmn6j0LUaxef2lQ3dz,https://api.spotify.com/v1/tracks/51cJFmn6j0LUaxef2lQ3dz,https://api.spotify.com/v1/audio-analysis/51cJFmn6j0LUaxef2lQ3dz,190107,4
2901,0.698,0.712,2,-3.634,1,0.0321,0.21,0.0,0.0602,0.486,99.952,audio_features,197CUwGpX84IMI7aWB1Cjk,spotify:track:197CUwGpX84IMI7aWB1Cjk,https://api.spotify.com/v1/tracks/197CUwGpX84IMI7aWB1Cjk,https://api.spotify.com/v1/audio-analysis/197CUwGpX84IMI7aWB1Cjk,206467,4
2902,0.581,0.714,2,-8.688,1,0.0372,0.0619,4.55e-05,0.105,0.302,97.911,audio_features,1hlFygofCSO8PfIrAougLY,spotify:track:1hlFygofCSO8PfIrAougLY,https://api.spotify.com/v1/tracks/1hlFygofCSO8PfIrAougLY,https://api.spotify.com/v1/audio-analysis/1hlFygofCSO8PfIrAougLY,214413,4
2903,0.58,0.443,3,-7.323,0,0.0498,0.75,0.0,0.0742,0.576,175.938,audio_features,60wzbPwV6EHfBTAf95rb9n,spotify:track:60wzbPwV6EHfBTAf95rb9n,https://api.spotify.com/v1/tracks/60wzbPwV6EHfBTAf95rb9n,https://api.spotify.com/v1/audio-analysis/60wzbPwV6EHfBTAf95rb9n,210680,3
2904,0.819,0.523,2,-6.202,1,0.0449,0.361,0.0,0.0716,0.699,113.952,audio_features,2LGgnbDYSeeMhuZGWwLQPL,spotify:track:2LGgnbDYSeeMhuZGWwLQPL,https://api.spotify.com/v1/tracks/2LGgnbDYSeeMhuZGWwLQPL,https://api.spotify.com/v1/audio-analysis/2LGgnbDYSeeMhuZGWwLQPL,235920,4
2905,0.702,0.595,2,-6.005,1,0.0912,0.392,0.0,0.0753,0.366,90.497,audio_features,6wFwJpXsdvOrPzNwg8HfDj,spotify:track:6wFwJpXsdvOrPzNwg8HfDj,https://api.spotify.com/v1/tracks/6wFwJpXsdvOrPzNwg8HfDj,https://api.spotify.com/v1/audio-analysis/6wFwJpXsdvOrPzNwg8HfDj,187907,4
2906,0.423,0.922,3,-2.602,1,0.0411,0.017,0.0,0.102,0.567,156.063,audio_features,7mXmxXLAnsvXKt4Q37KoMI,spotify:track:7mXmxXLAnsvXKt4Q37KoMI,https://api.spotify.com/v1/tracks/7mXmxXLAnsvXKt4Q37KoMI,https://api.spotify.com/v1/audio-analysis/7mXmxXLAnsvXKt4Q37KoMI,204853,4
2907,0.423,0.912,10,-3.232,0,0.0615,0.0525,0.0,0.245,0.338,145.942,audio_features,0wIhWLNLIOmzQ89B3rtTd3,spotify:track:0wIhWLNLIOmzQ89B3rtTd3,https://api.spotify.com/v1/tracks/0wIhWLNLIOmzQ89B3rtTd3,https://api.spotify.com/v1/audio-analysis/0wIhWLNLIOmzQ89B3rtTd3,214831,4
2908,0.45,0.849,6,-3.881,1,0.0344,0.0021,1.61e-06,0.195,0.336,143.904,audio_features,2nXWKf0GXbFby4posGqEht,spotify:track:2nXWKf0GXbFby4posGqEht,https://api.spotify.com/v1/tracks/2nXWKf0GXbFby4posGqEht,https://api.spotify.com/v1/audio-analysis/2nXWKf0GXbFby4posGqEht,255652,4
2909,0.555,0.682,0,-5.711,1,0.0269,0.0029,0.0,0.0662,0.383,105.987,audio_features,4AU7z13HYmPMetlWbq1mys,spotify:track:4AU7z13HYmPMetlWbq1mys,https://api.spotify.com/v1/tracks/4AU7z13HYmPMetlWbq1mys,https://api.spotify.com/v1/audio-analysis/4AU7z13HYmPMetlWbq1mys,266960,4
2910,0.49,0.746,1,-4.951,1,0.0405,0.0121,0.0,0.0624,0.331,81.848,audio_features,0YpzP03QziAgqcZSCtjbl2,spotify:track:0YpzP03QziAgqcZSCtjbl2,https://api.spotify.com/v1/tracks/0YpzP03QziAgqcZSCtjbl2,https://api.spotify.com/v1/audio-analysis/0YpzP03QziAgqcZSCtjbl2,232133,4
2911,0.563,0.61,2,-7.136,1,0.0332,0.341,0.0,0.125,0.391,114.855,audio_features,4mrDXeRifQfTIKmqzU6OwL,spotify:track:4mrDXeRifQfTIKmqzU6OwL,https://api.spotify.com/v1/tracks/4mrDXeRifQfTIKmqzU6OwL,https://api.spotify.com/v1/audio-analysis/4mrDXeRifQfTIKmqzU6OwL,225333,4
2912,0.577,0.791,7,-6.513,0,0.0932,0.00985,1.18e-05,0.0459,0.336,155.037,audio_features,1kmv9kGvQXw4zN3KzYVUiR,spotify:track:1kmv9kGvQXw4zN3KzYVUiR,https://api.spotify.com/v1/tracks/1kmv9kGvQXw4zN3KzYVUiR,https://api.spotify.com/v1/audio-analysis/1kmv9kGvQXw4zN3KzYVUiR,176240,4
2913,0.246,0.684,7,-7.017,1,0.0401,0.0421,3.05e-05,0.312,0.288,160.253,audio_features,7gSFbTqcy9sqEbm8HcUOXG,spotify:track:7gSFbTqcy9sqEbm8HcUOXG,https://api.spotify.com/v1/tracks/7gSFbTqcy9sqEbm8HcUOXG,https://api.spotify.com/v1/audio-analysis/7gSFbTqcy9sqEbm8HcUOXG,222293,5
2914,0.687,0.617,2,-5.93,0,0.0295,0.123,0.0,0.185,0.706,104.006,audio_features,37CeMeSFSYwXX0Uw2XdLvk,spotify:track:37CeMeSFSYwXX0Uw2XdLvk,https://api.spotify.com/v1/tracks/37CeMeSFSYwXX0Uw2XdLvk,https://api.spotify.com/v1/audio-analysis/37CeMeSFSYwXX0Uw2XdLvk,236221,4
2915,0.596,0.752,11,-4.904,1,0.07,0.785,0.000419,0.105,0.306,127.06,audio_features,6ZixfeFT8V0Nle1rMZAekY,spotify:track:6ZixfeFT8V0Nle1rMZAekY,https://api.spotify.com/v1/tracks/6ZixfeFT8V0Nle1rMZAekY,https://api.spotify.com/v1/audio-analysis/6ZixfeFT8V0Nle1rMZAekY,202169,4
2916,0.581,0.243,10,-8.728,1,0.0331,0.871,0.0,0.231,0.376,118.644,audio_features,3Tluzy27Qdbe8aRK2OCQf3,spotify:track:3Tluzy27Qdbe8aRK2OCQf3,https://api.spotify.com/v1/tracks/3Tluzy27Qdbe8aRK2OCQf3,https://api.spotify.com/v1/audio-analysis/3Tluzy27Qdbe8aRK2OCQf3,145250,4
2917,0.561,0.952,0,-4.111,1,0.079,0.00666,6.85e-06,0.179,0.762,140.052,audio_features,3jdo9L1HZ17JJ3TTWq0v6R,spotify:track:3jdo9L1HZ17JJ3TTWq0v6R,https://api.spotify.com/v1/tracks/3jdo9L1HZ17JJ3TTWq0v6R,https://api.spotify.com/v1/audio-analysis/3jdo9L1HZ17JJ3TTWq0v6R,166813,4
2918,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,audio_features,1i1fxkWeaMmKEB4T7zqbzK,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/audio-analysis/1i1fxkWeaMmKEB4T7zqbzK,208373,4
2919,0.786,0.687,0,-5.914,1,0.141,0.00758,0.0,0.619,0.345,105.021,audio_features,6cREm4bV7V79Yxdilx9HDo,spotify:track:6cREm4bV7V79Yxdilx9HDo,https://api.spotify.com/v1/tracks/6cREm4bV7V79Yxdilx9HDo,https://api.spotify.com/v1/audio-analysis/6cREm4bV7V79Yxdilx9HDo,215160,4
2920,0.51,0.692,0,-5.825,1,0.171,0.00451,0.0,0.138,0.209,102.42,audio_features,57Em2VvHxGlN9bLtfRIsg4,spotify:track:57Em2VvHxGlN9bLtfRIsg4,https://api.spotify.com/v1/tracks/57Em2VvHxGlN9bLtfRIsg4,https://api.spotify.com/v1/audio-analysis/57Em2VvHxGlN9bLtfRIsg4,228361,4
2921,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,audio_features,5NORWMFC27ywGSZxi8uquP,spotify:track:5NORWMFC27ywGSZxi8uquP,https://api.spotify.com/v1/tracks/5NORWMFC27ywGSZxi8uquP,https://api.spotify.com/v1/audio-analysis/5NORWMFC27ywGSZxi8uquP,160097,4
2922,0.646,0.791,0,-5.85,1,0.0343,0.01,0.0165,0.482,0.477,117.945,audio_features,2dU9TgwQvr3iPpmH1MEZWX,spotify:track:2dU9TgwQvr3iPpmH1MEZWX,https://api.spotify.com/v1/tracks/2dU9TgwQvr3iPpmH1MEZWX,https://api.spotify.com/v1/audio-analysis/2dU9TgwQvr3iPpmH1MEZWX,218800,4
2923,0.377,0.595,3,-5.936,1,0.0489,0.303,0.0,0.095,0.264,144.464,audio_features,0cj2joJcY6b4XSRfj2eZOl,spotify:track:0cj2joJcY6b4XSRfj2eZOl,https://api.spotify.com/v1/tracks/0cj2joJcY6b4XSRfj2eZOl,https://api.spotify.com/v1/audio-analysis/0cj2joJcY6b4XSRfj2eZOl,290900,4
2924,0.524,0.877,0,-4.178,0,0.0772,0.12,6.22e-06,0.0987,0.227,130.02,audio_features,6CUq75Si9HXehScdt2QTJQ,spotify:track:6CUq75Si9HXehScdt2QTJQ,https://api.spotify.com/v1/tracks/6CUq75Si9HXehScdt2QTJQ,https://api.spotify.com/v1/audio-analysis/6CUq75Si9HXehScdt2QTJQ,229453,4
2925,0.616,0.894,7,-4.56,0,0.0931,0.0176,0.000115,0.195,0.58,105.027,audio_features,1WP6nfERzSfqCnBZKVrr99,spotify:track:1WP6nfERzSfqCnBZKVrr99,https://api.spotify.com/v1/tracks/1WP6nfERzSfqCnBZKVrr99,https://api.spotify.com/v1/audio-analysis/1WP6nfERzSfqCnBZKVrr99,190747,4
2926,0.709,0.575,6,-8.562,0,0.0837,0.00082,0.000732,0.573,0.154,100.005,audio_features,0YHQir43vZDV4I8M1GP1aZ,spotify:track:0YHQir43vZDV4I8M1GP1aZ,https://api.spotify.com/v1/tracks/0YHQir43vZDV4I8M1GP1aZ,https://api.spotify.com/v1/audio-analysis/0YHQir43vZDV4I8M1GP1aZ,225747,4
2927,0.651,0.634,11,-8.464,0,0.0301,0.21,1.63e-06,0.0694,0.343,114.108,audio_features,2DidOK4nr9TjStykqK07OZ,spotify:track:2DidOK4nr9TjStykqK07OZ,https://api.spotify.com/v1/tracks/2DidOK4nr9TjStykqK07OZ,https://api.spotify.com/v1/audio-analysis/2DidOK4nr9TjStykqK07OZ,193684,4
2928,0.695,0.688,1,-7.055,0,0.126,0.0627,0.0327,0.114,0.641,173.949,audio_features,4t5Kh63jqmLziFH9ez6UGo,spotify:track:4t5Kh63jqmLziFH9ez6UGo,https://api.spotify.com/v1/tracks/4t5Kh63jqmLziFH9ez6UGo,https://api.spotify.com/v1/audio-analysis/4t5Kh63jqmLziFH9ez6UGo,221675,4
2929,0.441,0.57,4,-5.584,1,0.032,0.0104,0.0146,0.123,0.117,139.876,audio_features,3O2pB9JHreUZ9F83qSNmu8,spotify:track:3O2pB9JHreUZ9F83qSNmu8,https://api.spotify.com/v1/tracks/3O2pB9JHreUZ9F83qSNmu8,https://api.spotify.com/v1/audio-analysis/3O2pB9JHreUZ9F83qSNmu8,206560,4
2930,0.543,0.533,8,-9.726,0,0.227,0.412,0.000115,0.4,0.508,70.098,audio_features,2X6Uw1FLKAK5Hxnx6fgCk0,spotify:track:2X6Uw1FLKAK5Hxnx6fgCk0,https://api.spotify.com/v1/tracks/2X6Uw1FLKAK5Hxnx6fgCk0,https://api.spotify.com/v1/audio-analysis/2X6Uw1FLKAK5Hxnx6fgCk0,179105,4
2931,0.659,0.861,1,-6.339,1,0.0346,0.00227,0.189,0.14,0.458,125.968,audio_features,3QKrekZM625QrFJpIWTQVW,spotify:track:3QKrekZM625QrFJpIWTQVW,https://api.spotify.com/v1/tracks/3QKrekZM625QrFJpIWTQVW,https://api.spotify.com/v1/audio-analysis/3QKrekZM625QrFJpIWTQVW,193224,4
2932,0.481,0.689,4,-5.559,0,0.0308,0.0661,4.26e-05,0.125,0.0995,94.99,audio_features,1BrKxvtV8HZQsJ6lo7Bw7W,spotify:track:1BrKxvtV8HZQsJ6lo7Bw7W,https://api.spotify.com/v1/tracks/1BrKxvtV8HZQsJ6lo7Bw7W,https://api.spotify.com/v1/audio-analysis/1BrKxvtV8HZQsJ6lo7Bw7W,281917,4
2933,0.387,0.872,5,-6.136,0,0.0939,0.0474,0.00757,0.182,0.579,125.031,audio_features,4JAsQdx7gSpWCxWA35oC6J,spotify:track:4JAsQdx7gSpWCxWA35oC6J,https://api.spotify.com/v1/tracks/4JAsQdx7gSpWCxWA35oC6J,https://api.spotify.com/v1/audio-analysis/4JAsQdx7gSpWCxWA35oC6J,220398,4
2934,0.584,0.537,9,-5.646,1,0.0344,0.495,0.000189,0.397,0.4,79.982,audio_features,60T2IIFflzLc241xUMv1VD,spotify:track:60T2IIFflzLc241xUMv1VD,https://api.spotify.com/v1/tracks/60T2IIFflzLc241xUMv1VD,https://api.spotify.com/v1/audio-analysis/60T2IIFflzLc241xUMv1VD,184147,4
2935,0.613,0.34,7,-7.936,1,0.0261,0.865,0.0,0.122,0.271,117.956,audio_features,7gf342BtbOwdEioHSNlGbX,spotify:track:7gf342BtbOwdEioHSNlGbX,https://api.spotify.com/v1/tracks/7gf342BtbOwdEioHSNlGbX,https://api.spotify.com/v1/audio-analysis/7gf342BtbOwdEioHSNlGbX,228813,4
2936,0.658,0.567,1,-7.4,1,0.0282,0.00178,0.0615,0.106,0.801,94.978,audio_features,4m234xWKAe85Wt02F1ZjIb,spotify:track:4m234xWKAe85Wt02F1ZjIb,https://api.spotify.com/v1/tracks/4m234xWKAe85Wt02F1ZjIb,https://api.spotify.com/v1/audio-analysis/4m234xWKAe85Wt02F1ZjIb,236547,4
2937,0.622,0.709,2,-6.154,1,0.0304,0.676,0.000639,0.184,0.374,108.003,audio_features,6pJOJhClIedA8imtjkXcjJ,spotify:track:6pJOJhClIedA8imtjkXcjJ,https://api.spotify.com/v1/tracks/6pJOJhClIedA8imtjkXcjJ,https://api.spotify.com/v1/audio-analysis/6pJOJhClIedA8imtjkXcjJ,174677,4
2938,0.382,0.741,6,-3.351,0,0.0467,0.294,0.0,0.118,0.518,121.613,audio_features,4r7raHoBR2YR8F6qJ1dpIO,spotify:track:4r7raHoBR2YR8F6qJ1dpIO,https://api.spotify.com/v1/tracks/4r7raHoBR2YR8F6qJ1dpIO,https://api.spotify.com/v1/audio-analysis/4r7raHoBR2YR8F6qJ1dpIO,229733,4
2939,0.683,0.676,11,-6.944,0,0.0303,0.021,0.000606,0.489,0.556,124.003,audio_features,2plMAUwAlqmUy1rAXFdK7w,spotify:track:2plMAUwAlqmUy1rAXFdK7w,https://api.spotify.com/v1/tracks/2plMAUwAlqmUy1rAXFdK7w,https://api.spotify.com/v1/audio-analysis/2plMAUwAlqmUy1rAXFdK7w,199640,4
2940,0.735,0.864,10,-6.412,0,0.0587,0.0233,2.83e-05,0.217,0.478,119.983,audio_features,1iTkK3Tt6FXjNx5obJrZCq,spotify:track:1iTkK3Tt6FXjNx5obJrZCq,https://api.spotify.com/v1/tracks/1iTkK3Tt6FXjNx5obJrZCq,https://api.spotify.com/v1/audio-analysis/1iTkK3Tt6FXjNx5obJrZCq,214240,4
2941,0.479,0.71,4,-7.829,1,0.0286,0.00893,3.57e-05,0.142,0.329,134.946,audio_features,1oXxN7HFLqRfAkfpneWezr,spotify:track:1oXxN7HFLqRfAkfpneWezr,https://api.spotify.com/v1/tracks/1oXxN7HFLqRfAkfpneWezr,https://api.spotify.com/v1/audio-analysis/1oXxN7HFLqRfAkfpneWezr,245931,4
2942,0.553,0.447,5,-11.243,1,0.0281,0.278,0.128,0.115,0.305,150.04,audio_features,1L4GiwqpSuuLKORJWHVNxc,spotify:track:1L4GiwqpSuuLKORJWHVNxc,https://api.spotify.com/v1/tracks/1L4GiwqpSuuLKORJWHVNxc,https://api.spotify.com/v1/audio-analysis/1L4GiwqpSuuLKORJWHVNxc,265693,4
2943,0.436,0.911,7,-3.926,0,0.0712,0.00029,0.0,0.245,0.257,156.951,audio_features,7AIe2twHZwBsYe76lJtUee,spotify:track:7AIe2twHZwBsYe76lJtUee,https://api.spotify.com/v1/tracks/7AIe2twHZwBsYe76lJtUee,https://api.spotify.com/v1/audio-analysis/7AIe2twHZwBsYe76lJtUee,207120,4
2944,0.424,0.816,0,-6.422,1,0.0299,0.445,0.000422,0.243,0.47,149.967,audio_features,0GhhRD49rh6dsW0upV0wji,spotify:track:0GhhRD49rh6dsW0upV0wji,https://api.spotify.com/v1/tracks/0GhhRD49rh6dsW0upV0wji,https://api.spotify.com/v1/audio-analysis/0GhhRD49rh6dsW0upV0wji,201242,4
2945,0.524,0.586,9,-5.431,1,0.0262,0.356,0.0,0.121,0.285,101.214,audio_features,0AdjJ2SaOeb5bPJ67nDbsW,spotify:track:0AdjJ2SaOeb5bPJ67nDbsW,https://api.spotify.com/v1/tracks/0AdjJ2SaOeb5bPJ67nDbsW,https://api.spotify.com/v1/audio-analysis/0AdjJ2SaOeb5bPJ67nDbsW,254293,4
2946,0.46,0.978,2,-2.963,0,0.0519,0.011,0.653,0.28,0.306,132.969,audio_features,5Th9qF4aR9PJRrSyukyGLx,spotify:track:5Th9qF4aR9PJRrSyukyGLx,https://api.spotify.com/v1/tracks/5Th9qF4aR9PJRrSyukyGLx,https://api.spotify.com/v1/audio-analysis/5Th9qF4aR9PJRrSyukyGLx,217709,4
