,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
7077,0.489,0.577,10,-9.765,1,0.042,0.233,0.0,0.123,0.519,78.112,audio_features,2obblQ6tcePeOEVJV6nEGD,spotify:track:2obblQ6tcePeOEVJV6nEGD,https://api.spotify.com/v1/tracks/2obblQ6tcePeOEVJV6nEGD,https://api.spotify.com/v1/audio-analysis/2obblQ6tcePeOEVJV6nEGD,222951,4
7078,0.602,0.837,5,-6.123,1,0.0544,0.352,0.536,0.0696,0.73,146.145,audio_features,47hWANKumu4flRSgNss3rT,spotify:track:47hWANKumu4flRSgNss3rT,https://api.spotify.com/v1/tracks/47hWANKumu4flRSgNss3rT,https://api.spotify.com/v1/audio-analysis/47hWANKumu4flRSgNss3rT,170587,4
7079,0.663,0.798,10,-3.888,1,0.0824,0.143,0.0,0.165,0.886,165.397,audio_features,3URslA3st6IupuIj6rDrHU,spotify:track:3URslA3st6IupuIj6rDrHU,https://api.spotify.com/v1/tracks/3URslA3st6IupuIj6rDrHU,https://api.spotify.com/v1/audio-analysis/3URslA3st6IupuIj6rDrHU,187093,4
7080,0.85,0.942,2,-5.529,1,0.112,0.102,0.000294,0.973,0.709,115.066,audio_features,2m7HqsKknEHEuy6UDf00xf,spotify:track:2m7HqsKknEHEuy6UDf00xf,https://api.spotify.com/v1/tracks/2m7HqsKknEHEuy6UDf00xf,https://api.spotify.com/v1/audio-analysis/2m7HqsKknEHEuy6UDf00xf,278987,4
7081,0.487,0.189,7,-13.584,1,0.0435,0.916,0.0,0.165,0.239,86.147,audio_features,3tolwaacjdW3qN5rlfIyFz,spotify:track:3tolwaacjdW3qN5rlfIyFz,https://api.spotify.com/v1/tracks/3tolwaacjdW3qN5rlfIyFz,https://api.spotify.com/v1/audio-analysis/3tolwaacjdW3qN5rlfIyFz,114347,4
7082,0.722,0.475,9,-9.967,1,0.0832,0.606,0.0,0.296,0.821,157.837,audio_features,0jlFvfcJUUay0Wxu4rW809,spotify:track:0jlFvfcJUUay0Wxu4rW809,https://api.spotify.com/v1/tracks/0jlFvfcJUUay0Wxu4rW809,https://api.spotify.com/v1/audio-analysis/0jlFvfcJUUay0Wxu4rW809,170027,4
7083,0.367,0.543,10,-10.745,1,0.0696,0.558,0.0,0.0855,0.66,184.145,audio_features,3ROqqAV6OuyzdwpDHJPuSi,spotify:track:3ROqqAV6OuyzdwpDHJPuSi,https://api.spotify.com/v1/tracks/3ROqqAV6OuyzdwpDHJPuSi,https://api.spotify.com/v1/audio-analysis/3ROqqAV6OuyzdwpDHJPuSi,178187,4
7084,0.573,0.27,7,-11.357,1,0.0318,0.875,0.0,0.122,0.185,123.137,audio_features,0xBXDsF4v8aXbqRq3yJHTG,spotify:track:0xBXDsF4v8aXbqRq3yJHTG,https://api.spotify.com/v1/tracks/0xBXDsF4v8aXbqRq3yJHTG,https://api.spotify.com/v1/audio-analysis/0xBXDsF4v8aXbqRq3yJHTG,204107,3
7085,0.549,0.316,9,-11.099,0,0.0349,0.631,0.0,0.126,0.0399,62.109,audio_features,0fmq8j986wYgZYr4W8sXXb,spotify:track:0fmq8j986wYgZYr4W8sXXb,https://api.spotify.com/v1/tracks/0fmq8j986wYgZYr4W8sXXb,https://api.spotify.com/v1/audio-analysis/0fmq8j986wYgZYr4W8sXXb,248093,4
7086,0.691,0.804,1,-8.182,1,0.153,0.307,0.0,0.373,0.556,97.987,audio_features,3SdAPqrpprH3h3Az16eRKW,spotify:track:3SdAPqrpprH3h3Az16eRKW,https://api.spotify.com/v1/tracks/3SdAPqrpprH3h3Az16eRKW,https://api.spotify.com/v1/audio-analysis/3SdAPqrpprH3h3Az16eRKW,199213,4
7087,0.674,0.588,5,-7.403,1,0.0766,0.571,9.85e-06,0.493,0.886,148.233,audio_features,0L45jdI2NpCmxxAIO10Qv5,spotify:track:0L45jdI2NpCmxxAIO10Qv5,https://api.spotify.com/v1/tracks/0L45jdI2NpCmxxAIO10Qv5,https://api.spotify.com/v1/audio-analysis/0L45jdI2NpCmxxAIO10Qv5,193533,4
7088,0.48,0.848,5,-5.431,1,0.0302,0.000134,1.55e-05,0.414,0.822,164.049,audio_features,4YS2mOty0YOc7U0jrB3ByL,spotify:track:4YS2mOty0YOc7U0jrB3ByL,https://api.spotify.com/v1/tracks/4YS2mOty0YOc7U0jrB3ByL,https://api.spotify.com/v1/audio-analysis/4YS2mOty0YOc7U0jrB3ByL,178813,4
7089,0.463,0.766,6,-5.383,1,0.0511,0.00649,1.66e-05,0.581,0.173,184.075,audio_features,2s9M78CDrQDjB2D827XXr4,spotify:track:2s9M78CDrQDjB2D827XXr4,https://api.spotify.com/v1/tracks/2s9M78CDrQDjB2D827XXr4,https://api.spotify.com/v1/audio-analysis/2s9M78CDrQDjB2D827XXr4,230747,4
7090,0.734,0.917,11,-4.879,0,0.0642,0.0093,0.0864,0.323,0.535,104.04,audio_features,6vV0Pkalmc9IVgD7PeBe6A,spotify:track:6vV0Pkalmc9IVgD7PeBe6A,https://api.spotify.com/v1/tracks/6vV0Pkalmc9IVgD7PeBe6A,https://api.spotify.com/v1/audio-analysis/6vV0Pkalmc9IVgD7PeBe6A,185639,4
7091,0.546,0.806,2,-2.801,1,0.0356,0.0141,0.0,0.115,0.217,123.945,audio_features,1pchHwJW7A5b0xJ8anWlxI,spotify:track:1pchHwJW7A5b0xJ8anWlxI,https://api.spotify.com/v1/tracks/1pchHwJW7A5b0xJ8anWlxI,https://api.spotify.com/v1/audio-analysis/1pchHwJW7A5b0xJ8anWlxI,224680,4
7092,0.293,0.707,1,-5.486,1,0.0574,0.000532,0.00574,0.06,0.537,167.98,audio_features,7iX0pHe3aHD7xqaDrB8Llf,spotify:track:7iX0pHe3aHD7xqaDrB8Llf,https://api.spotify.com/v1/tracks/7iX0pHe3aHD7xqaDrB8Llf,https://api.spotify.com/v1/audio-analysis/7iX0pHe3aHD7xqaDrB8Llf,184947,4
7093,0.495,0.834,4,-6.233,0,0.0861,0.258,0.00619,0.264,0.392,154.97,audio_features,70ST10v9DBXmKdVjMhSSUh,spotify:track:70ST10v9DBXmKdVjMhSSUh,https://api.spotify.com/v1/tracks/70ST10v9DBXmKdVjMhSSUh,https://api.spotify.com/v1/audio-analysis/70ST10v9DBXmKdVjMhSSUh,197173,4
7094,0.403,0.682,11,-5.476,1,0.0351,0.0307,0.0,0.186,0.233,79.841,audio_features,60EFFQmSfrNMPUMGnfxBbO,spotify:track:60EFFQmSfrNMPUMGnfxBbO,https://api.spotify.com/v1/tracks/60EFFQmSfrNMPUMGnfxBbO,https://api.spotify.com/v1/audio-analysis/60EFFQmSfrNMPUMGnfxBbO,198173,4
7095,0.447,0.781,9,-3.469,0,0.193,0.0564,0.0,0.204,0.74,144.53,audio_features,2cY8x0jQ1wWEipUCouclsD,spotify:track:2cY8x0jQ1wWEipUCouclsD,https://api.spotify.com/v1/tracks/2cY8x0jQ1wWEipUCouclsD,https://api.spotify.com/v1/audio-analysis/2cY8x0jQ1wWEipUCouclsD,201387,4
7096,0.522,0.53,4,-4.812,1,0.033,0.294,5.19e-05,0.0997,0.157,104.039,audio_features,4OLVK3kktkdLPp8dDgoCtb,spotify:track:4OLVK3kktkdLPp8dDgoCtb,https://api.spotify.com/v1/tracks/4OLVK3kktkdLPp8dDgoCtb,https://api.spotify.com/v1/audio-analysis/4OLVK3kktkdLPp8dDgoCtb,319200,4
7097,0.39,0.121,6,-14.423,1,0.0324,0.777,0.0,0.336,0.16,66.188,audio_features,7yz6EmGLJbtB8MniMhWozM,spotify:track:7yz6EmGLJbtB8MniMhWozM,https://api.spotify.com/v1/tracks/7yz6EmGLJbtB8MniMhWozM,https://api.spotify.com/v1/audio-analysis/7yz6EmGLJbtB8MniMhWozM,284893,4
7098,0.455,0.803,4,-7.742,1,0.0588,0.0886,1.7e-05,0.0941,0.308,94.95,audio_features,1PO8hTQOsXq3mEPNJJsa9d,spotify:track:1PO8hTQOsXq3mEPNJJsa9d,https://api.spotify.com/v1/tracks/1PO8hTQOsXq3mEPNJJsa9d,https://api.spotify.com/v1/audio-analysis/1PO8hTQOsXq3mEPNJJsa9d,243213,4
7099,0.739,0.839,2,-5.4,0,0.0529,0.154,0.00924,0.259,0.672,119.991,audio_features,6GAOIIGCDIAUA9yVr96OXZ,spotify:track:6GAOIIGCDIAUA9yVr96OXZ,https://api.spotify.com/v1/tracks/6GAOIIGCDIAUA9yVr96OXZ,https://api.spotify.com/v1/audio-analysis/6GAOIIGCDIAUA9yVr96OXZ,252772,4
7100,0.675,0.543,8,-7.673,1,0.0395,0.046,0.0,0.115,0.668,79.017,audio_features,0FwYn79fyv1lKn8bfPQWuw,spotify:track:0FwYn79fyv1lKn8bfPQWuw,https://api.spotify.com/v1/tracks/0FwYn79fyv1lKn8bfPQWuw,https://api.spotify.com/v1/audio-analysis/0FwYn79fyv1lKn8bfPQWuw,220111,4
7101,0.329,0.902,10,-5.22,0,0.0545,0.000397,9.32e-05,0.0844,0.34,154.972,audio_features,1UWkXVBzlGeADNlUXep8B5,spotify:track:1UWkXVBzlGeADNlUXep8B5,https://api.spotify.com/v1/tracks/1UWkXVBzlGeADNlUXep8B5,https://api.spotify.com/v1/audio-analysis/1UWkXVBzlGeADNlUXep8B5,211275,4
7102,0.498,0.761,2,-4.422,1,0.0356,0.0754,0.0309,0.0874,0.537,178.018,audio_features,68vTrjlrczwHWioLZ5p0Rt,spotify:track:68vTrjlrczwHWioLZ5p0Rt,https://api.spotify.com/v1/tracks/68vTrjlrczwHWioLZ5p0Rt,https://api.spotify.com/v1/audio-analysis/68vTrjlrczwHWioLZ5p0Rt,217144,4
7103,0.719,0.534,0,-8.1,1,0.0344,0.286,0.0,0.324,0.287,97.942,audio_features,55AfG0kAfCoYUJ0EtHJyjN,spotify:track:55AfG0kAfCoYUJ0EtHJyjN,https://api.spotify.com/v1/tracks/55AfG0kAfCoYUJ0EtHJyjN,https://api.spotify.com/v1/audio-analysis/55AfG0kAfCoYUJ0EtHJyjN,159280,4
7104,0.604,0.26,0,-9.784,1,0.173,0.745,0.0,0.167,0.462,83.422,audio_features,3r8o1udRdgOd3J0kTk3XWl,spotify:track:3r8o1udRdgOd3J0kTk3XWl,https://api.spotify.com/v1/tracks/3r8o1udRdgOd3J0kTk3XWl,https://api.spotify.com/v1/audio-analysis/3r8o1udRdgOd3J0kTk3XWl,229427,4
7105,0.626,0.938,7,-3.005,1,0.0944,0.0039,0.000452,0.599,0.518,124.932,audio_features,5ev0Z2lFzmhjlQCWpRAWiG,spotify:track:5ev0Z2lFzmhjlQCWpRAWiG,https://api.spotify.com/v1/tracks/5ev0Z2lFzmhjlQCWpRAWiG,https://api.spotify.com/v1/audio-analysis/5ev0Z2lFzmhjlQCWpRAWiG,203907,4
7106,0.57,0.763,1,-4.137,1,0.0573,0.0857,2.49e-06,0.0932,0.43,150.088,audio_features,6jq6rcOikCZAmjliAgAmfT,spotify:track:6jq6rcOikCZAmjliAgAmfT,https://api.spotify.com/v1/tracks/6jq6rcOikCZAmjliAgAmfT,https://api.spotify.com/v1/audio-analysis/6jq6rcOikCZAmjliAgAmfT,239853,4
7107,0.535,0.55,4,-7.249,1,0.0229,0.246,0.000105,0.124,0.619,90.086,audio_features,5dI1yHSqgmilFEqpGbqxHh,spotify:track:5dI1yHSqgmilFEqpGbqxHh,https://api.spotify.com/v1/tracks/5dI1yHSqgmilFEqpGbqxHh,https://api.spotify.com/v1/audio-analysis/5dI1yHSqgmilFEqpGbqxHh,324853,4
7108,0.561,0.466,6,-8.345,0,0.0445,0.511,0.000342,0.0591,0.378,78.021,audio_features,3ayy9CpUUw3xmBWtrNR2gV,spotify:track:3ayy9CpUUw3xmBWtrNR2gV,https://api.spotify.com/v1/tracks/3ayy9CpUUw3xmBWtrNR2gV,https://api.spotify.com/v1/audio-analysis/3ayy9CpUUw3xmBWtrNR2gV,238500,4
7109,0.685,0.9,5,-4.626,0,0.151,0.137,0.0,0.2,0.779,111.991,audio_features,4n8df1lKaP8on42bdQJHcz,spotify:track:4n8df1lKaP8on42bdQJHcz,https://api.spotify.com/v1/tracks/4n8df1lKaP8on42bdQJHcz,https://api.spotify.com/v1/audio-analysis/4n8df1lKaP8on42bdQJHcz,272813,4
7110,0.443,0.726,7,-3.745,1,0.167,0.416,0.0,0.369,0.37,119.824,audio_features,2ULg8Cw0Ckn5JDGUkCNXko,spotify:track:2ULg8Cw0Ckn5JDGUkCNXko,https://api.spotify.com/v1/tracks/2ULg8Cw0Ckn5JDGUkCNXko,https://api.spotify.com/v1/audio-analysis/2ULg8Cw0Ckn5JDGUkCNXko,220000,4
7111,0.841,0.742,9,-8.772,0,0.0418,0.166,0.0189,0.101,0.718,124.039,audio_features,6RS7UG7K391L4mna4vpJuh,spotify:track:6RS7UG7K391L4mna4vpJuh,https://api.spotify.com/v1/tracks/6RS7UG7K391L4mna4vpJuh,https://api.spotify.com/v1/audio-analysis/6RS7UG7K391L4mna4vpJuh,235517,4
7112,0.77,0.595,5,-7.862,0,0.223,0.125,0.0,0.126,0.104,142.088,audio_features,6koe981h6mmlJUfupqiLgL,spotify:track:6koe981h6mmlJUfupqiLgL,https://api.spotify.com/v1/tracks/6koe981h6mmlJUfupqiLgL,https://api.spotify.com/v1/audio-analysis/6koe981h6mmlJUfupqiLgL,175773,4
7113,0.562,0.832,2,-4.873,1,0.0913,0.00271,0.00013,0.406,0.559,93.494,audio_features,6XOPuFLGzY4ZGAKvmb8jou,spotify:track:6XOPuFLGzY4ZGAKvmb8jou,https://api.spotify.com/v1/tracks/6XOPuFLGzY4ZGAKvmb8jou,https://api.spotify.com/v1/audio-analysis/6XOPuFLGzY4ZGAKvmb8jou,200840,4
7114,0.673,0.17,0,-14.733,1,0.0344,0.936,0.0,0.0974,0.197,109.97,audio_features,1T02TSO5HAzOGFUrZnu8JM,spotify:track:1T02TSO5HAzOGFUrZnu8JM,https://api.spotify.com/v1/tracks/1T02TSO5HAzOGFUrZnu8JM,https://api.spotify.com/v1/audio-analysis/1T02TSO5HAzOGFUrZnu8JM,145853,4
7115,0.575,0.703,8,-5.415,0,0.044,0.0136,0.0,0.178,0.333,147.043,audio_features,2qV4oFPfGjIH4bg9L8mjkJ,spotify:track:2qV4oFPfGjIH4bg9L8mjkJ,https://api.spotify.com/v1/tracks/2qV4oFPfGjIH4bg9L8mjkJ,https://api.spotify.com/v1/audio-analysis/2qV4oFPfGjIH4bg9L8mjkJ,208414,4
7116,0.539,0.451,0,-11.139,1,0.0336,0.44,0.031,0.12,0.432,87.553,audio_features,0OWiqRkLYqN9zYm9kkT2Z4,spotify:track:0OWiqRkLYqN9zYm9kkT2Z4,https://api.spotify.com/v1/tracks/0OWiqRkLYqN9zYm9kkT2Z4,https://api.spotify.com/v1/audio-analysis/0OWiqRkLYqN9zYm9kkT2Z4,227760,4
7117,0.552,0.914,10,-4.359,0,0.0656,0.0137,0.000942,0.142,0.368,88.887,audio_features,1o1hpoDNPwZgxA72Fj9syv,spotify:track:1o1hpoDNPwZgxA72Fj9syv,https://api.spotify.com/v1/tracks/1o1hpoDNPwZgxA72Fj9syv,https://api.spotify.com/v1/audio-analysis/1o1hpoDNPwZgxA72Fj9syv,196048,4
7118,0.488,0.588,7,-4.716,0,0.0277,0.27,0.0,0.104,0.273,149.953,audio_features,5ksoRFhilRZrzirMqmJwCU,spotify:track:5ksoRFhilRZrzirMqmJwCU,https://api.spotify.com/v1/tracks/5ksoRFhilRZrzirMqmJwCU,https://api.spotify.com/v1/audio-analysis/5ksoRFhilRZrzirMqmJwCU,184000,4
7119,0.574,0.581,9,-7.99,0,0.0387,0.109,0.00037,0.146,0.304,76.982,audio_features,6VLtWgW0USISy1aFuouqxA,spotify:track:6VLtWgW0USISy1aFuouqxA,https://api.spotify.com/v1/tracks/6VLtWgW0USISy1aFuouqxA,https://api.spotify.com/v1/audio-analysis/6VLtWgW0USISy1aFuouqxA,208262,4
7120,0.58,0.65,0,-5.361,0,0.0329,0.038,0.000318,0.17,0.194,112.021,audio_features,557KWxa3o2DHiCTeJCg2Ss,spotify:track:557KWxa3o2DHiCTeJCg2Ss,https://api.spotify.com/v1/tracks/557KWxa3o2DHiCTeJCg2Ss,https://api.spotify.com/v1/audio-analysis/557KWxa3o2DHiCTeJCg2Ss,256712,4
7121,0.541,0.539,0,-7.328,1,0.0533,0.607,0.0219,0.124,0.378,139.936,audio_features,3FqE5nHIx0VAZ9AMvfwE8J,spotify:track:3FqE5nHIx0VAZ9AMvfwE8J,https://api.spotify.com/v1/tracks/3FqE5nHIx0VAZ9AMvfwE8J,https://api.spotify.com/v1/audio-analysis/3FqE5nHIx0VAZ9AMvfwE8J,231522,4
7122,0.552,0.609,9,-6.179,0,0.0283,0.0097,0.00324,0.249,0.34,142.097,audio_features,5OW1KzgpaEWAtXck8MMX8f,spotify:track:5OW1KzgpaEWAtXck8MMX8f,https://api.spotify.com/v1/tracks/5OW1KzgpaEWAtXck8MMX8f,https://api.spotify.com/v1/audio-analysis/5OW1KzgpaEWAtXck8MMX8f,218364,4
7123,0.589,0.765,6,-5.755,0,0.0351,0.021,7.87e-05,0.199,0.667,151.958,audio_features,7K0ylg8TRmJavlgCS1zhL4,spotify:track:7K0ylg8TRmJavlgCS1zhL4,https://api.spotify.com/v1/tracks/7K0ylg8TRmJavlgCS1zhL4,https://api.spotify.com/v1/audio-analysis/7K0ylg8TRmJavlgCS1zhL4,227766,4
7124,0.677,0.657,8,-8.541,1,0.0346,0.0397,0.31,0.359,0.176,119.971,audio_features,4pD45Ao6TEr5aaPPEWu5Sn,spotify:track:4pD45Ao6TEr5aaPPEWu5Sn,https://api.spotify.com/v1/tracks/4pD45Ao6TEr5aaPPEWu5Sn,https://api.spotify.com/v1/audio-analysis/4pD45Ao6TEr5aaPPEWu5Sn,188000,4
7125,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,audio_features,5xvUgoVED1F4mBu8FL0HaW,spotify:track:5xvUgoVED1F4mBu8FL0HaW,https://api.spotify.com/v1/tracks/5xvUgoVED1F4mBu8FL0HaW,https://api.spotify.com/v1/audio-analysis/5xvUgoVED1F4mBu8FL0HaW,200947,4
7126,0.757,0.825,7,-4.062,0,0.0701,0.0398,2.63e-06,0.0797,0.446,95.01,audio_features,7gQ5c5HY6zMsIck6QLY9dJ,spotify:track:7gQ5c5HY6zMsIck6QLY9dJ,https://api.spotify.com/v1/tracks/7gQ5c5HY6zMsIck6QLY9dJ,https://api.spotify.com/v1/audio-analysis/7gQ5c5HY6zMsIck6QLY9dJ,243987,4
7127,0.484,0.837,8,-3.021,1,0.0391,0.0181,2.02e-06,0.0693,0.289,119.776,audio_features,3RnzgNBI4VCs0kPqWCYddU,spotify:track:3RnzgNBI4VCs0kPqWCYddU,https://api.spotify.com/v1/tracks/3RnzgNBI4VCs0kPqWCYddU,https://api.spotify.com/v1/audio-analysis/3RnzgNBI4VCs0kPqWCYddU,190000,4
7128,0.463,0.593,6,-11.323,1,0.0858,0.166,0.000777,0.198,0.527,86.656,audio_features,1TskA35pmMcjFPPWstSVvO,spotify:track:1TskA35pmMcjFPPWstSVvO,https://api.spotify.com/v1/tracks/1TskA35pmMcjFPPWstSVvO,https://api.spotify.com/v1/audio-analysis/1TskA35pmMcjFPPWstSVvO,279893,4
7129,0.537,0.801,11,-4.567,0,0.0296,0.215,0.184,0.0992,0.211,112.065,audio_features,7vIYNY0nFGv06uSiYPAGGa,spotify:track:7vIYNY0nFGv06uSiYPAGGa,https://api.spotify.com/v1/tracks/7vIYNY0nFGv06uSiYPAGGa,https://api.spotify.com/v1/audio-analysis/7vIYNY0nFGv06uSiYPAGGa,294034,4
7130,0.542,0.596,11,-6.541,1,0.0261,0.00325,9.7e-05,0.0896,0.132,141.951,audio_features,1yaZE1kEUoVr7PhToJRR80,spotify:track:1yaZE1kEUoVr7PhToJRR80,https://api.spotify.com/v1/tracks/1yaZE1kEUoVr7PhToJRR80,https://api.spotify.com/v1/audio-analysis/1yaZE1kEUoVr7PhToJRR80,198960,4
7131,0.389,0.59,10,-7.578,0,0.0273,0.204,0.022,0.13,0.395,89.71,audio_features,157wQAD7Lvxvz3J0R3ixYk,spotify:track:157wQAD7Lvxvz3J0R3ixYk,https://api.spotify.com/v1/tracks/157wQAD7Lvxvz3J0R3ixYk,https://api.spotify.com/v1/audio-analysis/157wQAD7Lvxvz3J0R3ixYk,201907,4
7132,0.206,0.107,1,-11.506,0,0.0352,0.906,8.38e-05,0.13,0.073,74.324,audio_features,44WXGtTlKNvBNa5FwewsST,spotify:track:44WXGtTlKNvBNa5FwewsST,https://api.spotify.com/v1/tracks/44WXGtTlKNvBNa5FwewsST,https://api.spotify.com/v1/audio-analysis/44WXGtTlKNvBNa5FwewsST,207317,1
7133,0.501,0.664,1,-6.821,0,0.0359,0.112,0.0959,0.0585,0.0833,75.046,audio_features,02hvaxZNKzTLmKURz9F9Nz,spotify:track:02hvaxZNKzTLmKURz9F9Nz,https://api.spotify.com/v1/tracks/02hvaxZNKzTLmKURz9F9Nz,https://api.spotify.com/v1/audio-analysis/02hvaxZNKzTLmKURz9F9Nz,228144,4
7134,0.383,0.44,6,-8.183,0,0.0289,0.205,0.148,0.104,0.113,127.881,audio_features,77ldxxAvfAycISZ1BXp9yY,spotify:track:77ldxxAvfAycISZ1BXp9yY,https://api.spotify.com/v1/tracks/77ldxxAvfAycISZ1BXp9yY,https://api.spotify.com/v1/audio-analysis/77ldxxAvfAycISZ1BXp9yY,204286,4
7135,0.543,0.636,8,-9.188,1,0.0302,0.00345,0.00452,0.121,0.249,77.009,audio_features,25vneL3lj8lN1GLDQ3JkBI,spotify:track:25vneL3lj8lN1GLDQ3JkBI,https://api.spotify.com/v1/tracks/25vneL3lj8lN1GLDQ3JkBI,https://api.spotify.com/v1/audio-analysis/25vneL3lj8lN1GLDQ3JkBI,215200,4
7136,0.499,0.565,1,-7.486,0,0.027,0.0218,7.78e-06,0.221,0.166,135.958,audio_features,21bnQmyQrNOzzPx5VS08Oj,spotify:track:21bnQmyQrNOzzPx5VS08Oj,https://api.spotify.com/v1/tracks/21bnQmyQrNOzzPx5VS08Oj,https://api.spotify.com/v1/audio-analysis/21bnQmyQrNOzzPx5VS08Oj,220160,4
7137,0.432,0.606,1,-9.075,0,0.0277,0.0452,0.983,0.0623,0.0847,74.981,audio_features,0KeZ6ZU1WBzAzhGs4jPS37,spotify:track:0KeZ6ZU1WBzAzhGs4jPS37,https://api.spotify.com/v1/tracks/0KeZ6ZU1WBzAzhGs4jPS37,https://api.spotify.com/v1/audio-analysis/0KeZ6ZU1WBzAzhGs4jPS37,228162,4
7138,0.583,0.861,10,-2.769,0,0.0728,0.0567,1.23e-05,0.0836,0.269,128.044,audio_features,2k5uqVWF6Wh3k9smZFzGh6,spotify:track:2k5uqVWF6Wh3k9smZFzGh6,https://api.spotify.com/v1/tracks/2k5uqVWF6Wh3k9smZFzGh6,https://api.spotify.com/v1/audio-analysis/2k5uqVWF6Wh3k9smZFzGh6,218079,4
7139,0.389,0.905,8,-4.494,0,0.0354,0.00844,0.00016,0.124,0.672,121.836,audio_features,3fttmSWGThBQTNkuHMoCTN,spotify:track:3fttmSWGThBQTNkuHMoCTN,https://api.spotify.com/v1/tracks/3fttmSWGThBQTNkuHMoCTN,https://api.spotify.com/v1/audio-analysis/3fttmSWGThBQTNkuHMoCTN,190493,4
7140,0.352,0.909,2,-3.404,1,0.0477,0.000391,0.00224,0.371,0.448,184.979,audio_features,2yGwfCAiwnMxiSI63mQ0Dp,spotify:track:2yGwfCAiwnMxiSI63mQ0Dp,https://api.spotify.com/v1/tracks/2yGwfCAiwnMxiSI63mQ0Dp,https://api.spotify.com/v1/audio-analysis/2yGwfCAiwnMxiSI63mQ0Dp,170453,4
7141,0.412,0.839,3,-4.543,0,0.0369,0.00258,7.1e-06,0.333,0.37,130.091,audio_features,6RGV97HIkgZJjme2dzilfg,spotify:track:6RGV97HIkgZJjme2dzilfg,https://api.spotify.com/v1/tracks/6RGV97HIkgZJjme2dzilfg,https://api.spotify.com/v1/audio-analysis/6RGV97HIkgZJjme2dzilfg,250707,1
7142,0.497,0.82,3,-5.971,0,0.0307,0.00146,0.0014,0.104,0.599,89.012,audio_features,7rFhh71IiBfOCM4EhMwuEb,spotify:track:7rFhh71IiBfOCM4EhMwuEb,https://api.spotify.com/v1/tracks/7rFhh71IiBfOCM4EhMwuEb,https://api.spotify.com/v1/audio-analysis/7rFhh71IiBfOCM4EhMwuEb,211040,4
7143,0.592,0.914,10,-4.753,0,0.0468,0.000259,0.000139,0.0452,0.524,120.031,audio_features,3cDE9Yn4GrsxSrlMCLdmTT,spotify:track:3cDE9Yn4GrsxSrlMCLdmTT,https://api.spotify.com/v1/tracks/3cDE9Yn4GrsxSrlMCLdmTT,https://api.spotify.com/v1/audio-analysis/3cDE9Yn4GrsxSrlMCLdmTT,165653,4
7144,0.425,0.978,7,-1.16,1,0.0708,0.000273,2.17e-06,0.389,0.33,102.608,audio_features,5uT6m9pcWDKPP6fovtOqLw,spotify:track:5uT6m9pcWDKPP6fovtOqLw,https://api.spotify.com/v1/tracks/5uT6m9pcWDKPP6fovtOqLw,https://api.spotify.com/v1/audio-analysis/5uT6m9pcWDKPP6fovtOqLw,177373,4
7145,0.396,0.986,11,-4.467,0,0.0574,0.000981,0.000409,0.23,0.546,110.72,audio_features,7oSQG8KgYbrcR2kgwUD9SU,spotify:track:7oSQG8KgYbrcR2kgwUD9SU,https://api.spotify.com/v1/tracks/7oSQG8KgYbrcR2kgwUD9SU,https://api.spotify.com/v1/audio-analysis/7oSQG8KgYbrcR2kgwUD9SU,207693,4
7146,0.418,0.919,9,-4.082,0,0.0545,0.000587,0.00703,0.214,0.346,174.965,audio_features,7DlLTbTiZiM1Yye5roUYku,spotify:track:7DlLTbTiZiM1Yye5roUYku,https://api.spotify.com/v1/tracks/7DlLTbTiZiM1Yye5roUYku,https://api.spotify.com/v1/audio-analysis/7DlLTbTiZiM1Yye5roUYku,174133,4
7147,0.673,0.914,10,-3.962,1,0.0496,0.229,0.000478,0.186,0.183,97.021,audio_features,3LlmKSHR3Rs0Y3KHQLAYDk,spotify:track:3LlmKSHR3Rs0Y3KHQLAYDk,https://api.spotify.com/v1/tracks/3LlmKSHR3Rs0Y3KHQLAYDk,https://api.spotify.com/v1/audio-analysis/3LlmKSHR3Rs0Y3KHQLAYDk,160427,4
7148,0.563,0.577,1,-8.488,0,0.0397,0.301,0.000961,0.107,0.16,145.945,audio_features,4drmylISy4vUQXPYugxTHB,spotify:track:4drmylISy4vUQXPYugxTHB,https://api.spotify.com/v1/tracks/4drmylISy4vUQXPYugxTHB,https://api.spotify.com/v1/audio-analysis/4drmylISy4vUQXPYugxTHB,227235,4
7149,0.497,0.742,8,-2.458,1,0.054,0.028,0.00128,0.217,0.324,172.007,audio_features,6isatUpbu5qAjpgzpCv1nz,spotify:track:6isatUpbu5qAjpgzpCv1nz,https://api.spotify.com/v1/tracks/6isatUpbu5qAjpgzpCv1nz,https://api.spotify.com/v1/audio-analysis/6isatUpbu5qAjpgzpCv1nz,202720,4
7150,0.768,0.709,11,-6.411,1,0.1,0.0814,2.94e-06,0.145,0.683,97.933,audio_features,35NZgNeTwGh9XssbklXbnk,spotify:track:35NZgNeTwGh9XssbklXbnk,https://api.spotify.com/v1/tracks/35NZgNeTwGh9XssbklXbnk,https://api.spotify.com/v1/audio-analysis/35NZgNeTwGh9XssbklXbnk,147080,4
